2025-11-01 21:07:47.067 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:47.092 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-7' for app 'sms' to execute at 2025-11-01T21:07:56.858183
2025-11-01 21:07:49.877 [MultiAppScheduler_Worker-14] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-3' for app 'sipcall' with entity ID: 66990c3b-ef23-456a-b825-2333c1fb4042
2025-11-01 21:07:49.878 [MultiAppScheduler_Worker-14] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:49.878 [MultiAppScheduler_Worker-14] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-3' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 0 ms
2025-11-01 21:07:50.871 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '44362164-c6d6-4256-b4bd-de03e028ded3' to execute at 2025-11-01T21:08:05.858746339
2025-11-01 21:07:50.871 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #5 to execute at 2025-11-01 21:08:05
2025-11-01 21:07:51.869 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '7e2f86f5-4baa-4ab8-af9b-b28dc3ed54e4' to execute at 2025-11-01T21:08:01.857387693
2025-11-01 21:07:51.869 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #8 to execute at 2025-11-01 21:08:01
2025-11-01 21:07:51.876 [MultiAppScheduler_Worker-15] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-6' for app 'sms' with entity ID: 0c2d7847-ba9d-4376-bea4-a31521bc1c53
2025-11-01 21:07:51.877 [MultiAppScheduler_Worker-15] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:51.877 [MultiAppScheduler_Worker-15] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-6' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:52.011 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:07:52.033 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-5' for app 'sipcall' to execute at 2025-11-01T21:08:05.858746
2025-11-01 21:07:52.096 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:52.119 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-8' for app 'sms' to execute at 2025-11-01T21:08:01.857388
2025-11-01 21:07:52.881 [MultiAppScheduler_Worker-16] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-2' for app 'payment_gateway' with entity ID: c0993b3e-13cb-46e5-8a5a-b646ae36e394
2025-11-01 21:07:52.882 [MultiAppScheduler_Worker-16] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:07:52.882 [MultiAppScheduler_Worker-16] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-2' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:07:56.870 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '4a0ae491-da77-45d4-8f57-847330637026' to execute at 2025-11-01T21:08:06.857441749
2025-11-01 21:07:56.871 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #9 to execute at 2025-11-01 21:08:06
2025-11-01 21:07:56.873 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '10a6a700-1a95-4dda-9c0b-db5f8200175f' to execute at 2025-11-01T21:08:16.859070115
2025-11-01 21:07:56.874 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #4 to execute at 2025-11-01 21:08:16
2025-11-01 21:07:56.879 [MultiAppScheduler_Worker-17] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-7' for app 'sms' with entity ID: 34ea0c92-f3c9-499a-b4eb-2aa9e908f95b
2025-11-01 21:07:56.880 [MultiAppScheduler_Worker-17] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:07:56.880 [MultiAppScheduler_Worker-17] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-7' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:07:56.996 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:07:57.025 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-4' for app 'payment_gateway' to execute at 2025-11-01T21:08:16.859070
2025-11-01 21:07:57.123 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:07:57.153 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-9' for app 'sms' to execute at 2025-11-01T21:08:06.857442
2025-11-01 21:07:57.881 [MultiAppScheduler_Worker-18] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-4' for app 'sipcall' with entity ID: f1809a3b-2038-4dd2-be4c-4997bb9ae51e
2025-11-01 21:07:57.882 [MultiAppScheduler_Worker-18] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:07:57.883 [MultiAppScheduler_Worker-18] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-4' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:07:58.864 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'eb806de5-e824-4cd4-8157-6477448e59d8' to execute at 2025-11-01T21:08:13.858778084
2025-11-01 21:07:58.864 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #6 to execute at 2025-11-01 21:08:13
2025-11-01 21:08:01.868 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'f31620c9-b32b-4721-b758-e3ebd11053e6' to execute at 2025-11-01T21:08:11.857393057
2025-11-01 21:08:01.868 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #10 to execute at 2025-11-01 21:08:11
2025-11-01 21:08:01.875 [MultiAppScheduler_Worker-19] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-8' for app 'sms' with entity ID: 7e2f86f5-4baa-4ab8-af9b-b28dc3ed54e4
2025-11-01 21:08:01.875 [MultiAppScheduler_Worker-19] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:01.875 [MultiAppScheduler_Worker-19] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-8' for app 'sms' produced to queue 'sms-notifications' successfully in 0 ms
2025-11-01 21:08:02.040 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:02.076 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-6' for app 'sipcall' to execute at 2025-11-01T21:08:13.858778
2025-11-01 21:08:02.157 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:02.182 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-10' for app 'sms' to execute at 2025-11-01T21:08:11.857393
2025-11-01 21:08:04.880 [MultiAppScheduler_Worker-20] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-3' for app 'payment_gateway' with entity ID: 1dbc9c0f-f1b5-4953-be24-9221cd3cca31
2025-11-01 21:08:04.881 [MultiAppScheduler_Worker-20] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:08:04.881 [MultiAppScheduler_Worker-20] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-3' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:08:05.881 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-5' for app 'sipcall' with entity ID: 44362164-c6d6-4256-b4bd-de03e028ded3
2025-11-01 21:08:05.883 [MultiAppScheduler_Worker-1] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:05.884 [MultiAppScheduler_Worker-1] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-5' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 3 ms
2025-11-01 21:08:06.870 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'c318ca94-3b97-44be-bf72-088f2fd8a4e8' to execute at 2025-11-01T21:08:16.857486699
2025-11-01 21:08:06.870 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #11 to execute at 2025-11-01 21:08:16
2025-11-01 21:08:06.873 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'cd785c64-989e-49f5-85ac-72609feab007' to execute at 2025-11-01T21:08:21.858713797
2025-11-01 21:08:06.874 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #7 to execute at 2025-11-01 21:08:21
2025-11-01 21:08:06.878 [MultiAppScheduler_Worker-2] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-9' for app 'sms' with entity ID: 4a0ae491-da77-45d4-8f57-847330637026
2025-11-01 21:08:06.879 [MultiAppScheduler_Worker-2] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:06.879 [MultiAppScheduler_Worker-2] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-9' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:07.079 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:07.107 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-7' for app 'sipcall' to execute at 2025-11-01T21:08:21.858714
2025-11-01 21:08:07.190 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:07.213 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-11' for app 'sms' to execute at 2025-11-01T21:08:16.857487
2025-11-01 21:08:08.870 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '7f5d9876-7f2e-4864-bc07-fd0b5015b48d' to execute at 2025-11-01T21:08:28.859054504
2025-11-01 21:08:08.870 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #5 to execute at 2025-11-01 21:08:28
2025-11-01 21:08:11.862 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '403dd1c5-bf69-4009-a913-2dedcba8182e' to execute at 2025-11-01T21:08:21.857460856
2025-11-01 21:08:11.862 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #12 to execute at 2025-11-01 21:08:21
2025-11-01 21:08:11.872 [MultiAppScheduler_Worker-3] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-10' for app 'sms' with entity ID: f31620c9-b32b-4721-b758-e3ebd11053e6
2025-11-01 21:08:11.873 [MultiAppScheduler_Worker-3] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:11.873 [MultiAppScheduler_Worker-3] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-10' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:12.038 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:08:12.065 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-5' for app 'payment_gateway' to execute at 2025-11-01T21:08:28.859055
2025-11-01 21:08:12.217 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:12.237 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-12' for app 'sms' to execute at 2025-11-01T21:08:21.857461
2025-11-01 21:08:13.876 [MultiAppScheduler_Worker-4] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-6' for app 'sipcall' with entity ID: eb806de5-e824-4cd4-8157-6477448e59d8
2025-11-01 21:08:13.877 [MultiAppScheduler_Worker-4] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:13.879 [MultiAppScheduler_Worker-4] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-6' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 3 ms
2025-11-01 21:08:14.892 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'eab3c673-119d-4fd8-8e6e-297f99b722a7' to execute at 2025-11-01T21:08:29.865980771
2025-11-01 21:08:14.892 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #8 to execute at 2025-11-01 21:08:29
2025-11-01 21:08:16.861 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '52258b6b-a522-48fa-9d27-ff83986ff448' to execute at 2025-11-01T21:08:26.857339322
2025-11-01 21:08:16.861 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #13 to execute at 2025-11-01 21:08:26
2025-11-01 21:08:16.875 [MultiAppScheduler_Worker-5] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-11' for app 'sms' with entity ID: c318ca94-3b97-44be-bf72-088f2fd8a4e8
2025-11-01 21:08:16.875 [MultiAppScheduler_Worker-5] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:16.875 [MultiAppScheduler_Worker-5] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-11' for app 'sms' produced to queue 'sms-notifications' successfully in 0 ms
2025-11-01 21:08:16.888 [MultiAppScheduler_Worker-6] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-4' for app 'payment_gateway' with entity ID: 10a6a700-1a95-4dda-9c0b-db5f8200175f
2025-11-01 21:08:16.888 [MultiAppScheduler_Worker-6] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:08:16.889 [MultiAppScheduler_Worker-6] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-4' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:08:17.115 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:17.142 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-8' for app 'sipcall' to execute at 2025-11-01T21:08:29.865981
2025-11-01 21:08:17.241 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:17.271 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-13' for app 'sms' to execute at 2025-11-01T21:08:26.857339
2025-11-01 21:08:20.864 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '0c870bd0-0a13-4aa9-9ff6-8907cabf9948' to execute at 2025-11-01T21:08:40.859126794
2025-11-01 21:08:20.865 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #6 to execute at 2025-11-01 21:08:40
2025-11-01 21:08:21.869 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'c27c677e-cc97-4dc6-8db6-0f8144ba194b' to execute at 2025-11-01T21:08:31.857400430
2025-11-01 21:08:21.869 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #14 to execute at 2025-11-01 21:08:31
2025-11-01 21:08:21.876 [MultiAppScheduler_Worker-7] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-12' for app 'sms' with entity ID: 403dd1c5-bf69-4009-a913-2dedcba8182e
2025-11-01 21:08:21.877 [MultiAppScheduler_Worker-7] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:21.877 [MultiAppScheduler_Worker-7] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-12' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:21.891 [MultiAppScheduler_Worker-8] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-7' for app 'sipcall' with entity ID: cd785c64-989e-49f5-85ac-72609feab007
2025-11-01 21:08:21.891 [MultiAppScheduler_Worker-8] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:21.891 [MultiAppScheduler_Worker-8] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-7' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 0 ms
2025-11-01 21:08:22.073 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:08:22.091 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-6' for app 'payment_gateway' to execute at 2025-11-01T21:08:40.859127
2025-11-01 21:08:22.274 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:22.306 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-14' for app 'sms' to execute at 2025-11-01T21:08:31.857400
2025-11-01 21:08:22.870 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID '7f532ba6-210d-4369-8b37-24fcd174ba78' to execute at 2025-11-01T21:08:37.858714419
2025-11-01 21:08:22.870 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #9 to execute at 2025-11-01 21:08:37
2025-11-01 21:08:26.870 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID 'f44195eb-651f-4e2d-981d-28f3fbf2cb4c' to execute at 2025-11-01T21:08:36.857481457
2025-11-01 21:08:26.870 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #15 to execute at 2025-11-01 21:08:36
2025-11-01 21:08:26.878 [MultiAppScheduler_Worker-9] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-13' for app 'sms' with entity ID: 52258b6b-a522-48fa-9d27-ff83986ff448
2025-11-01 21:08:26.879 [MultiAppScheduler_Worker-9] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:26.879 [MultiAppScheduler_Worker-9] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-13' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:27.150 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:27.174 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-9' for app 'sipcall' to execute at 2025-11-01T21:08:37.858714
2025-11-01 21:08:27.308 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:27.330 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-15' for app 'sms' to execute at 2025-11-01T21:08:36.857481
2025-11-01 21:08:28.879 [MultiAppScheduler_Worker-10] INFO  c.t.scheduler.job.GenericJob - Executing job 'payment-job-5' for app 'payment_gateway' with entity ID: 7f5d9876-7f2e-4864-bc07-fd0b5015b48d
2025-11-01 21:08:28.879 [MultiAppScheduler_Worker-10] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'payment-transactions': 7 fields
2025-11-01 21:08:28.880 [MultiAppScheduler_Worker-10] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'payment-job-5' for app 'payment_gateway' produced to queue 'payment-transactions' successfully in 1 ms
2025-11-01 21:08:29.881 [MultiAppScheduler_Worker-11] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-8' for app 'sipcall' with entity ID: eab3c673-119d-4fd8-8e6e-297f99b722a7
2025-11-01 21:08:29.881 [MultiAppScheduler_Worker-11] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:29.882 [MultiAppScheduler_Worker-11] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-8' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 1 ms
2025-11-01 21:08:30.871 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'e1d24119-84a7-4f59-a7c0-d8a3214c3c59' to execute at 2025-11-01T21:08:45.858721901
2025-11-01 21:08:30.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #10 to execute at 2025-11-01 21:08:45
2025-11-01 21:08:31.861 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '7a83dfc4-0c74-4cd1-96d6-1c015446b458' to execute at 2025-11-01T21:08:41.857384270
2025-11-01 21:08:31.861 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #16 to execute at 2025-11-01 21:08:41
2025-11-01 21:08:31.875 [MultiAppScheduler_Worker-12] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-14' for app 'sms' with entity ID: c27c677e-cc97-4dc6-8db6-0f8144ba194b
2025-11-01 21:08:31.876 [MultiAppScheduler_Worker-12] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:31.876 [MultiAppScheduler_Worker-12] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-14' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:32.179 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sipcall'
2025-11-01 21:08:32.218 [fetcher-sipcall] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sipcall-job-10' for app 'sipcall' to execute at 2025-11-01T21:08:45.858722
2025-11-01 21:08:32.333 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:32.368 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-16' for app 'sms' to execute at 2025-11-01T21:08:41.857384
2025-11-01 21:08:32.871 [pool-1-thread-2] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'payment_gateway' with ID '91d707e3-d9e7-48fc-b016-9a8552e17e8d' to execute at 2025-11-01T21:08:52.859068515
2025-11-01 21:08:32.871 [pool-1-thread-2] INFO  c.t.s.e.MultiAppSchedulerWithUI - 💳 Scheduled Payment job #7 to execute at 2025-11-01 21:08:52
2025-11-01 21:08:36.871 [pool-1-thread-1] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sms' with ID '25506ee5-3b5b-4deb-9db3-0bdd70b35c27' to execute at 2025-11-01T21:08:46.857448194
2025-11-01 21:08:36.871 [pool-1-thread-1] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📱 Scheduled SMS job #17 to execute at 2025-11-01 21:08:46
2025-11-01 21:08:36.880 [MultiAppScheduler_Worker-13] INFO  c.t.scheduler.job.GenericJob - Executing job 'sms-job-15' for app 'sms' with entity ID: f44195eb-651f-4e2d-981d-28f3fbf2cb4c
2025-11-01 21:08:36.881 [MultiAppScheduler_Worker-13] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sms-notifications': 7 fields
2025-11-01 21:08:36.881 [MultiAppScheduler_Worker-13] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sms-job-15' for app 'sms' produced to queue 'sms-notifications' successfully in 1 ms
2025-11-01 21:08:37.102 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'payment_gateway'
2025-11-01 21:08:37.128 [fetcher-payment_gateway] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'payment-job-7' for app 'payment_gateway' to execute at 2025-11-01T21:08:52.859069
2025-11-01 21:08:37.372 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Found 1 entities to schedule for app 'sms'
2025-11-01 21:08:37.400 [fetcher-sms] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job 'sms-job-17' for app 'sms' to execute at 2025-11-01T21:08:46.857448
2025-11-01 21:08:37.875 [MultiAppScheduler_Worker-14] INFO  c.t.scheduler.job.GenericJob - Executing job 'sipcall-job-9' for app 'sipcall' with entity ID: 7f532ba6-210d-4369-8b37-24fcd174ba78
2025-11-01 21:08:37.876 [MultiAppScheduler_Worker-14] INFO  c.t.s.queue.MockQueueProducer - ✅ Message sent to mock queue 'sipcall-queue': 7 fields
2025-11-01 21:08:37.876 [MultiAppScheduler_Worker-14] INFO  c.t.scheduler.job.GenericJob - ✅ Job 'sipcall-job-9' for app 'sipcall' produced to queue 'sipcall-queue' successfully in 0 ms
2025-11-01 21:08:38.869 [pool-1-thread-3] INFO  c.t.scheduler.InfiniteAppScheduler - Scheduled job for app 'sipcall' with ID 'e34cfaec-4b30-44f8-81fd-dc3e52d2f387' to execute at 2025-11-01T21:08:53.858667875
2025-11-01 21:08:38.869 [pool-1-thread-3] INFO  c.t.s.e.MultiAppSchedulerWithUI - 📞 Scheduled SIP Call job #11 to execute at 2025-11-01 21:08:53
